"DOI","ALTMETRIC"
"10.1016/j.heliyon.2021.e08518",10
"10.1016/j.heliyon.2022.e09637",1
"10.1016/j.heliyon.2022.e09769",1
"10.1016/j.heliyon.2022.e10259",1
"10.1016/j.heliyon.2022.e11196",391
"10.1016/j.heliyon.2022.e11232",1
"10.1016/j.heliyon.2022.e12277",1
"10.1016/j.hoc.2022.07.005",5
"10.1016/j.htct.2020.03.002",0
"10.1016/j.humimm.2020.02.009",0
"10.1016/j.humimm.2022.06.001",1
"10.1016/j.humpath.2021.06.002",4
"10.1016/j.ibneur.2021.08.003",6
"10.1016/j.ibneur.2022.06.005",2
"10.1016/j.ibneur.2022.07.005",1
"10.1016/j.ibneur.2022.10.016",1
"10.1016/j.ibneur.2022.11.001",1
"10.1016/j.idcr.2020.e00810",0
"10.1016/j.idcr.2020.e00873",1
"10.1016/j.idcr.2020.e00961",0
"10.1016/j.idcr.2022.e01514",1
"10.1016/j.ijbiomac.2019.12.258",5
"10.1016/j.ijbiomac.2022.01.100",1
"10.1016/j.ijcard.2022.05.052",0
"10.1016/j.ijheh.2020.113655",14
"10.1016/j.ijid.2021.06.054",10
"10.1016/j.ijid.2021.12.309",31
"10.1016/j.ijmedinf.2020.104231",2
"10.1016/j.ijmedinf.2022.104895",1
"10.1016/j.ijpharm.2020.119590",0
"10.1016/j.ijpharm.2021.120812",1
"10.1016/j.ijpharm.2022.121623",3
"10.1016/j.ijpharm.2022.122084",1
"10.1016/j.ijporl.2020.110048",1
"10.1016/j.ijporl.2021.111013",1
"10.1016/j.ijpsycho.2019.02.010",3
"10.1016/j.ijpsycho.2019.09.008",38
"10.1016/j.ijscr.2020.10.073",1
"10.1016/j.ijscr.2022.107387",0
"10.1016/j.imbio.2019.10.013",0
"10.1016/j.imbio.2019.10.014",11
"10.1016/j.imbio.2019.11.018",0
"10.1016/j.imbio.2020.151954",0
"10.1016/j.imbio.2020.152023",8
"10.1016/j.imbio.2022.152245",1
"10.1016/j.imlet.2019.10.017",4
"10.1016/j.imlet.2020.02.004",2
"10.1016/j.imlet.2020.02.012",2
"10.1016/j.imlet.2020.05.005",1
"10.1016/j.imlet.2020.07.008",1
"10.1016/j.imlet.2020.11.007",1
"10.1016/j.imlet.2020.12.013",0
"10.1016/j.imlet.2021.02.008",1
"10.1016/j.imlet.2021.03.003",1
"10.1016/j.imlet.2021.03.010",1
"10.1016/j.imlet.2021.07.004",10
"10.1016/j.imlet.2021.07.007",3
"10.1016/j.imlet.2021.07.008",7
"10.1016/j.imlet.2021.07.009",1
"10.1016/j.imlet.2021.08.003",1
"10.1016/j.imlet.2021.09.001",1
"10.1016/j.imlet.2022.06.005",7
"10.1016/j.imlet.2022.09.006",1
"10.1016/j.immuni.2019.12.004",145
"10.1016/j.immuni.2019.12.014",12
"10.1016/j.immuni.2020.01.002",60
"10.1016/j.immuni.2020.03.013",11
"10.1016/j.immuni.2020.09.016",3
"10.1016/j.immuni.2020.11.001",63
"10.1016/j.immuni.2020.11.005",88
"10.1016/j.immuni.2020.12.010",15
"10.1016/j.immuni.2021.01.004",53
"10.1016/j.immuni.2021.04.014",23
"10.1016/j.immuni.2021.06.002",671
"10.1016/j.immuni.2021.09.015",18
"10.1016/j.immuni.2022.01.011",64
"10.1016/j.immuni.2022.02.008",10
"10.1016/j.immuni.2022.10.003",174
"10.1016/j.inffus.2021.05.006",1
"10.1016/j.intimp.2019.105943",2
"10.1016/j.intimp.2019.106038",3
"10.1016/j.intimp.2019.106138",5
"10.1016/j.intimp.2020.106229",0
"10.1016/j.intimp.2020.106314",9
"10.1016/j.intimp.2020.106378",1
"10.1016/j.intimp.2020.106381",0
"10.1016/j.intimp.2020.106391",1
"10.1016/j.intimp.2020.106534",1
"10.1016/j.intimp.2020.106536",1
"10.1016/j.intimp.2020.106581",2
"10.1016/j.intimp.2020.106644",1
"10.1016/j.intimp.2020.106733",1
"10.1016/j.intimp.2020.106808",2
"10.1016/j.intimp.2020.106810",1
"10.1016/j.intimp.2020.106886",0
"10.1016/j.intimp.2020.106919",1
"10.1016/j.intimp.2020.106998",7
"10.1016/j.intimp.2020.107024",267
"10.1016/j.intimp.2020.107055",1
"10.1016/j.intimp.2020.107092",9
"10.1016/j.intimp.2020.107207",7
"10.1016/j.intimp.2020.107270",1
"10.1016/j.intimp.2020.107278",2
"10.1016/j.intimp.2020.107338",3
"10.1016/j.intimp.2021.107398",1
"10.1016/j.intimp.2021.107425",1
"10.1016/j.intimp.2021.107434",1
"10.1016/j.intimp.2021.107556",8
"10.1016/j.intimp.2021.107562",7
"10.1016/j.intimp.2021.107698",8
"10.1016/j.intimp.2021.107713",7
"10.1016/j.intimp.2021.107715",8
"10.1016/j.intimp.2021.107725",9
"10.1016/j.intimp.2021.107756",8
"10.1016/j.intimp.2021.107811",6
"10.1016/j.intimp.2021.107844",2
"10.1016/j.intimp.2021.107846",1
"10.1016/j.intimp.2021.108021",19
"10.1016/j.intimp.2021.108181",1
"10.1016/j.intimp.2021.108291",1
"10.1016/j.intimp.2021.108309",1
"10.1016/j.intimp.2021.108395",1
"10.1016/j.intimp.2021.108402",8
"10.1016/j.intimp.2022.108557",1
"10.1016/j.intimp.2022.108566",1
"10.1016/j.intimp.2022.108571",1
"10.1016/j.intimp.2022.108595",1
"10.1016/j.intimp.2022.108624",11
"10.1016/j.intimp.2022.108634",1
"10.1016/j.intimp.2022.108665",1
"10.1016/j.intimp.2022.108700",30
"10.1016/j.intimp.2022.108702",1
"10.1016/j.intimp.2022.108703",1
"10.1016/j.intimp.2022.108769",0
"10.1016/j.intimp.2022.108771",1
"10.1016/j.intimp.2022.108887",1
"10.1016/j.intimp.2022.109373",1
"10.1016/j.intimp.2022.109438",1
"10.1016/j.invent.2021.100371",13
"10.1016/j.isci.2020.101048",2
"10.1016/j.isci.2020.101097",17
"10.1016/j.isci.2020.101121",3
"10.1016/j.isci.2020.101380",4
"10.1016/j.isci.2020.101549",1
"10.1016/j.isci.2020.101830",7
"10.1016/j.isci.2020.101870",11
"10.1016/j.isci.2020.101902",54
"10.1016/j.isci.2021.102709",3
"10.1016/j.isci.2021.102752",7
"10.1016/j.isci.2021.103078",11
"10.1016/j.isci.2021.103247",8
"10.1016/j.isci.2021.103536",11
"10.1016/j.isci.2021.103620",1
"10.1016/j.isci.2022.103763",1
"10.1016/j.isci.2022.104877",10
"10.1016/j.isci.2022.105376",12
"10.1016/j.it.2020.04.007",28
"10.1016/j.it.2020.09.007",3
"10.1016/j.it.2021.01.005",20
"10.1016/j.it.2021.09.005",10
"10.1016/j.jaad.2019.07.036",28
"10.1016/j.jaad.2020.10.075",8
"10.1016/j.jaapos.2020.08.006",1
"10.1016/j.jaapos.2022.01.005",0
"10.1016/j.jaccas.2021.02.005",12
"10.1016/j.jaci.2019.12.910",8
"10.1016/j.jaci.2021.05.002",1
"10.1016/j.jaci.2022.03.030",37
"10.1016/j.jacl.2020.07.001",0
"10.1016/j.jad.2020.07.073",2
"10.1016/j.jad.2020.12.167",8
"10.1016/j.jaging.2020.100872",3
"10.1016/j.jagp.2020.07.011",16
"10.1016/j.jaim.2019.04.005",14
"10.1016/j.jamda.2022.07.027",2
"10.1016/j.jare.2019.10.012",0
"10.1016/j.jaut.2019.102332",3
"10.1016/j.jaut.2019.102382",3
"10.1016/j.jaut.2020.102438",5
"10.1016/j.jaut.2020.102505",1
"10.1016/j.jaut.2020.102509",0
"10.1016/j.jaut.2020.102510",2
"10.1016/j.jaut.2020.102524",4
"10.1016/j.jaut.2020.102525",0
"10.1016/j.jaut.2020.102526",5
"10.1016/j.jaut.2020.102574",13
"10.1016/j.jaut.2021.102645",2
"10.1016/j.jaut.2021.102647",4
"10.1016/j.jaut.2021.102702",2
"10.1016/j.jaut.2021.102713",26
"10.1016/j.jaut.2021.102723",1
"10.1016/j.jaut.2021.102727",1
"10.1016/j.jaut.2022.102857",4
"10.1016/j.jaut.2022.102893",1
"10.1016/j.jaut.2022.102912",1
"10.1016/j.jaut.2022.102942",0
"10.1016/j.jaut.2022.102956",1
"10.1016/j.jaut.2022.102957",9
"10.1016/j.jbc.2021.100776",7
"10.1016/j.jbc.2021.100780",33
"10.1016/j.jbc.2021.101284",13
"10.1016/j.jbc.2022.101612",16
"10.1016/j.jbc.2022.101614",2
"10.1016/j.jbc.2022.102265",4
"10.1016/j.jbiomech.2020.109827",21
"10.1016/j.jbiomech.2022.111182",20
"10.1016/j.jbior.2019.100670",1
"10.1016/j.jbior.2020.100774",3
"10.1016/j.jbior.2020.100779",11
"10.1016/j.jbiotec.2020.03.013",2
"10.1016/j.jbiotec.2020.08.012",1
"10.1016/j.jbmt.2020.01.008",3
"10.1016/j.jbmt.2020.06.014",4
"10.1016/j.jbmt.2020.09.004",8
"10.1016/j.jbmt.2020.11.003",3
"10.1016/j.jbmt.2021.01.001",11
"10.1016/j.jbmt.2021.09.015",8
"10.1016/j.jbspin.2021.105309",10
"10.1016/j.jchemneu.2020.101750",1
"10.1016/j.jchemneu.2020.101792",2
"10.1016/j.jchemneu.2020.101846",3
"10.1016/j.jchemneu.2020.101891",0
"10.1016/j.jchemneu.2021.102004",2
"10.1016/j.jchemneu.2021.102013",2
"10.1016/j.jchemneu.2022.102120",1
"10.1016/j.jchromb.2020.122271",1
"10.1016/j.jchromb.2021.122734",2
"10.1016/j.jchromb.2022.123102",2
"10.1016/j.jchromb.2022.123200",1
"10.1016/j.jcjo.2020.07.015",1
"10.1016/j.jcjo.2021.03.001",7
"10.1016/j.jcjo.2022.10.004",1
"10.1016/j.jclinepi.2021.09.021",5
"10.1016/j.jclinepi.2022.05.020",10
"10.1016/j.jcm.2019.08.002",0
"10.1016/j.jconrel.2020.02.020",13
"10.1016/j.jconrel.2020.11.019",5
"10.1016/j.jconrel.2021.01.013",15
"10.1016/j.jconrel.2021.01.019",2
"10.1016/j.jconrel.2021.05.027",3
"10.1016/j.jconrel.2022.02.009",2
"10.1016/j.jconrel.2022.05.046",4
"10.1016/j.jconrel.2022.11.008",2
"10.1016/j.jcot.2019.05.016",0
"10.1016/j.jcrc.2022.153985",29
"10.1016/j.jcrc.2022.154026",1
"10.1016/j.jcrc.2022.154031",2
"10.1016/j.jcyt.2020.01.002",1
"10.1016/j.jcyt.2020.09.003",8
"10.1016/j.jdcr.2020.06.018",5
"10.1016/j.jdcr.2021.07.003",4
"10.1016/j.jdcr.2022.08.005",6
"10.1016/j.jdermsci.2020.07.004",4
"10.1016/j.jdermsci.2020.12.007",2
"10.1016/j.jdermsci.2021.04.004",7
"10.1016/j.jdermsci.2021.07.005",3
"10.1016/j.jelekin.2020.102408",3
"10.1016/j.jelekin.2021.102607",13
"10.1016/j.jep.2020.112876",39
"10.1016/j.jep.2022.115622",2
"10.1016/j.jfma.2019.10.012",0
"10.1016/j.jfma.2020.07.002",0
"10.1016/j.jfo.2019.06.025",1
"10.1016/j.jfo.2019.09.004",1
"10.1016/j.jgg.2020.11.005",7
"10.1016/j.jgg.2021.03.017",8
"10.1016/j.jgg.2021.07.016",1
"10.1016/j.jgr.2020.04.002",10
"10.1016/j.jgr.2020.09.001",1
"10.1016/j.jgr.2020.09.002",3
"10.1016/j.jgr.2021.02.003",1
"10.1016/j.jhep.2019.01.008",3
"10.1016/j.jhep.2020.07.036",6
"10.1016/j.jhep.2021.03.016",17
"10.1016/j.jhep.2021.10.014",19
"10.1016/j.jhep.2022.05.044",33
"10.1016/j.jhepr.2019.11.006",17
"10.1016/j.jhepr.2020.100099",14
"10.1016/j.jiac.2022.08.020",1
"10.1016/j.jid.2020.07.017",2
"10.1016/j.jid.2021.10.028",7
"10.1016/j.jid.2021.11.031",9
"10.1016/j.jid.2022.03.009",2
"10.1016/j.jim.2020.112898",1
"10.1016/j.jim.2020.112907",0
"10.1016/j.jim.2021.113150",2
"10.1016/j.jim.2022.113344",1
"10.1016/j.jinf.2019.10.017",0
"10.1016/j.jinf.2022.03.017",1
"10.1016/j.jlr.2021.100147",1
"10.1016/j.jmb.2019.06.031",3
"10.1016/j.jmb.2020.06.023",1
"10.1016/j.jmb.2020.09.014",5
"10.1016/j.jmb.2020.10.019",1
"10.1016/j.jmb.2021.167220",33
"10.1016/j.jmb.2022.167697",10
"10.1016/j.jmgm.2019.107459",1
"10.1016/j.jmgm.2019.107517",1
"10.1016/j.jmgm.2021.108026",2
"10.1016/j.jmgm.2021.108079",7
"10.1016/j.jmgm.2022.108196",3
"10.1016/j.jmgm.2022.108278",1
"10.1016/j.jmii.2021.10.009",6
"10.1016/j.jmir.2020.12.001",7
"10.1016/j.jmir.2022.11.017",13
"10.1016/j.jmpt.2018.11.027",1
"10.1016/j.jmr.2020.106898",1
"10.1016/j.jmr.2021.107033",8
"10.1016/j.jmsacl.2022.07.004",1
"10.1016/j.jneumeth.2019.108532",5
"10.1016/j.jneumeth.2020.108623",10
"10.1016/j.jneumeth.2020.108687",2
"10.1016/j.jneumeth.2020.108798",2
"10.1016/j.jneumeth.2020.108946",3
"10.1016/j.jneumeth.2020.108999",1
"10.1016/j.jneumeth.2021.109088",1
"10.1016/j.jneumeth.2021.109098",2
"10.1016/j.jneumeth.2021.109143",14
"10.1016/j.jneumeth.2021.109284",0
"10.1016/j.jneumeth.2021.109357",2
"10.1016/j.jneumeth.2021.109443",1
"10.1016/j.jneumeth.2022.109671",2
"10.1016/j.jneumeth.2022.109723",2
"10.1016/j.jneuroim.2019.577079",0
"10.1016/j.jneuroim.2019.577082",0
"10.1016/j.jneuroim.2019.577090",1
"10.1016/j.jneuroim.2019.577091",10
"10.1016/j.jneuroim.2019.577105",3
"10.1016/j.jneuroim.2019.577106",1
"10.1016/j.jneuroim.2019.577107",11
"10.1016/j.jneuroim.2019.577108",1
"10.1016/j.jneuroim.2019.577110",3
"10.1016/j.jneuroim.2019.577113",1
"10.1016/j.jneuroim.2019.577115",17
"10.1016/j.jneuroim.2019.577116",14
"10.1016/j.jneuroim.2019.577117",1
"10.1016/j.jneuroim.2019.577122",1
"10.1016/j.jneuroim.2019.577124",1
"10.1016/j.jneuroim.2020.577146",2
"10.1016/j.jneuroim.2020.577147",1
"10.1016/j.jneuroim.2020.577163",1
"10.1016/j.jneuroim.2020.577166",2
"10.1016/j.jneuroim.2020.577168",3
"10.1016/j.jneuroim.2020.577171",2
"10.1016/j.jneuroim.2020.577172",3
"10.1016/j.jneuroim.2020.577187",2
"10.1016/j.jneuroim.2020.577188",76
"10.1016/j.jneuroim.2020.577197",1
"10.1016/j.jneuroim.2020.577209",0
"10.1016/j.jneuroim.2020.577211",1
"10.1016/j.jneuroim.2020.577212",1
"10.1016/j.jneuroim.2020.577227",3
"10.1016/j.jneuroim.2020.577230",1
"10.1016/j.jneuroim.2020.577233",1
"10.1016/j.jneuroim.2020.577236",2
"10.1016/j.jneuroim.2020.577237",1
"10.1016/j.jneuroim.2020.577260",2
"10.1016/j.jneuroim.2020.577281",1
"10.1016/j.jneuroim.2020.577282",0
"10.1016/j.jneuroim.2020.577283",4
"10.1016/j.jneuroim.2020.577284",10
"10.1016/j.jneuroim.2020.577287",0
"10.1016/j.jneuroim.2020.577291",1
"10.1016/j.jneuroim.2020.577306",9
"10.1016/j.jneuroim.2020.577307",1
"10.1016/j.jneuroim.2020.577308",1
"10.1016/j.jneuroim.2020.577313",1
"10.1016/j.jneuroim.2020.577314",1
"10.1016/j.jneuroim.2020.577317",6
"10.1016/j.jneuroim.2020.577319",10
"10.1016/j.jneuroim.2020.577323",3
"10.1016/j.jneuroim.2020.577327",1
"10.1016/j.jneuroim.2020.577346",2
"10.1016/j.jneuroim.2020.577347",1
"10.1016/j.jneuroim.2020.577353",1
"10.1016/j.jneuroim.2020.577355",1
"10.1016/j.jneuroim.2020.577356",1
"10.1016/j.jneuroim.2020.577357",1
"10.1016/j.jneuroim.2020.577358",2
"10.1016/j.jneuroim.2020.577359",1
"10.1016/j.jneuroim.2020.577361",1
"10.1016/j.jneuroim.2020.577379",4
"10.1016/j.jneuroim.2020.577385",1
"10.1016/j.jneuroim.2020.577392",1
"10.1016/j.jneuroim.2020.577394",2
"10.1016/j.jneuroim.2020.577421",1
"10.1016/j.jneuroim.2020.577425",1
"10.1016/j.jneuroim.2020.577429",1
"10.1016/j.jneuroim.2020.577431",4
"10.1016/j.jneuroim.2020.577432",10
"10.1016/j.jneuroim.2020.577433",2
"10.1016/j.jneuroim.2020.577435",13
"10.1016/j.jneuroim.2020.577456",2
"10.1016/j.jneuroim.2020.577465",1
"10.1016/j.jneuroim.2020.577466",1
"10.1016/j.jneuroim.2020.577467",1
"10.1016/j.jneuroim.2020.577468",60
"10.1016/j.jneuroim.2020.577469",7
"10.1016/j.jneuroim.2020.577473",2
"10.1016/j.jneuroim.2021.577478",1
"10.1016/j.jneuroim.2021.577480",1
"10.1016/j.jneuroim.2021.577495",1
"10.1016/j.jneuroim.2021.577497",2
"10.1016/j.jneuroim.2021.577499",3
"10.1016/j.jneuroim.2021.577500",1
"10.1016/j.jneuroim.2021.577505",3
"10.1016/j.jneuroim.2021.577507",2
"10.1016/j.jneuroim.2021.577516",2
"10.1016/j.jneuroim.2021.577520",15
"10.1016/j.jneuroim.2021.577521",10
"10.1016/j.jneuroim.2021.577525",1
"10.1016/j.jneuroim.2021.577541",1
"10.1016/j.jneuroim.2021.577544",1
"10.1016/j.jneuroim.2021.577547",1
"10.1016/j.jneuroim.2021.577563",2
"10.1016/j.jneuroim.2021.577582",11
"10.1016/j.jneuroim.2021.577583",8
"10.1016/j.jneuroim.2021.577587",27
"10.1016/j.jneuroim.2021.577589",1
"10.1016/j.jneuroim.2021.577599",44
"10.1016/j.jneuroim.2021.577600",13
"10.1016/j.jneuroim.2021.577602",2
"10.1016/j.jneuroim.2021.577603",8
"10.1016/j.jneuroim.2021.577608",8
"10.1016/j.jneuroim.2021.577624",2
"10.1016/j.jneuroim.2021.577627",35
"10.1016/j.jneuroim.2021.577636",5
"10.1016/j.jneuroim.2021.577637",7
"10.1016/j.jneuroim.2021.577640",9
"10.1016/j.jneuroim.2021.577650",3
"10.1016/j.jneuroim.2021.577653",13
"10.1016/j.jneuroim.2021.577664",1
"10.1016/j.jneuroim.2021.577675",1
"10.1016/j.jneuroim.2021.577676",13
"10.1016/j.jneuroim.2021.577690",1
"10.1016/j.jneuroim.2021.577695",1
"10.1016/j.jneuroim.2021.577696",8
"10.1016/j.jneuroim.2021.577698",0
"10.1016/j.jneuroim.2021.577699",8
"10.1016/j.jneuroim.2021.577700",2
"10.1016/j.jneuroim.2021.577701",1
"10.1016/j.jneuroim.2021.577702",2
"10.1016/j.jneuroim.2021.577715",0
"10.1016/j.jneuroim.2021.577721",5
"10.1016/j.jneuroim.2021.577729",1
"10.1016/j.jneuroim.2021.577730",7
"10.1016/j.jneuroim.2021.577742",1
"10.1016/j.jneuroim.2021.577746",10
"10.1016/j.jneuroim.2021.577747",7
"10.1016/j.jneuroim.2021.577755",1206
"10.1016/j.jneuroim.2021.577756",9
"10.1016/j.jneuroim.2021.577759",4
"10.1016/j.jneuroim.2021.577760",1
"10.1016/j.jneuroim.2021.577765",276
"10.1016/j.jneuroim.2021.577768",1
"10.1016/j.jneuroim.2021.577777",2
"10.1016/j.jneuroim.2021.577778",1
"10.1016/j.jneuroim.2021.577780",2
"10.1016/j.jneuroim.2021.577785",1000
"10.1016/j.jneuroim.2021.577788",9
"10.1016/j.jneuroim.2021.577803",1
"10.1016/j.jneuroim.2022.577806",1
"10.1016/j.jneuroim.2022.577808",1
"10.1016/j.jneuroim.2022.577809",2
"10.1016/j.jneuroim.2022.577810",0
"10.1016/j.jneuroim.2022.577812",10
"10.1016/j.jneuroim.2022.577820",3
"10.1016/j.jneuroim.2022.577840",1
"10.1016/j.jneuroim.2022.577868",2
"10.1016/j.jneuroim.2022.577872",1
"10.1016/j.jneuroim.2022.577876",2
"10.1016/j.jneuroim.2022.577881",9
"10.1016/j.jneuroim.2022.577900",0
"10.1016/j.jneuroim.2022.577904",4
"10.1016/j.jneuroim.2022.577915",15
"10.1016/j.jneuroim.2022.577926",1
"10.1016/j.jneuroim.2022.577928",6
"10.1016/j.jneuroim.2022.577932",1
"10.1016/j.jneuroim.2022.577935",7
"10.1016/j.jneuroim.2022.577936",1
"10.1016/j.jneuroim.2022.577937",2
"10.1016/j.jneuroim.2022.577939",16
"10.1016/j.jneuroim.2022.577966",1
"10.1016/j.jneuroim.2022.577973",1
"10.1016/j.jneuroim.2022.577991",0
"10.1016/j.jneuroim.2022.577992",1
"10.1016/j.jneuroim.2022.577995",1
"10.1016/j.jns.2019.116500",3
"10.1016/j.jns.2019.116576",3
"10.1016/j.jns.2019.116587",4
"10.1016/j.jns.2019.116589",47
"10.1016/j.jns.2019.116602",1
"10.1016/j.jns.2019.116603",10
"10.1016/j.jns.2019.116609",3
"10.1016/j.jns.2019.116619",8
"10.1016/j.jns.2019.116630",3
"10.1016/j.jns.2019.116640",3
"10.1016/j.jns.2019.116664",3
"10.1016/j.jns.2020.116668",21
"10.1016/j.jns.2020.116671",1
"10.1016/j.jns.2020.116680",5
"10.1016/j.jns.2020.116688",1
"10.1016/j.jns.2020.116739",1
"10.1016/j.jns.2020.116743",1
"10.1016/j.jns.2020.116756",10
"10.1016/j.jns.2020.116768",1
"10.1016/j.jns.2020.116773",1
"10.1016/j.jns.2020.116782",1
"10.1016/j.jns.2020.116811",10
"10.1016/j.jns.2020.116827",3
"10.1016/j.jns.2020.116844",5
"10.1016/j.jns.2020.116880",10
"10.1016/j.jns.2020.116881",1
"10.1016/j.jns.2020.116898",1
"10.1016/j.jns.2020.116904",1
"10.1016/j.jns.2020.116929",3
"10.1016/j.jns.2020.116973",1
"10.1016/j.jns.2020.116978",4
"10.1016/j.jns.2020.116983",1
"10.1016/j.jns.2020.117005",4
"10.1016/j.jns.2020.117011",2
"10.1016/j.jns.2020.117064",1
"10.1016/j.jns.2020.117066",1
"10.1016/j.jns.2020.117072",2
"10.1016/j.jns.2020.117079",3
"10.1016/j.jns.2020.117104",2
"10.1016/j.jns.2020.117120",1
"10.1016/j.jns.2020.117147",2
"10.1016/j.jns.2020.117156",1
"10.1016/j.jns.2020.117159",1
"10.1016/j.jns.2020.117180",1
"10.1016/j.jns.2020.117202",11
"10.1016/j.jns.2020.117213",1
"10.1016/j.jns.2020.117230",8
"10.1016/j.jns.2020.117289",0
"10.1016/j.jns.2021.117324",7
"10.1016/j.jns.2021.117349",16
"10.1016/j.jns.2021.117385",6
"10.1016/j.jns.2021.117426",8
"10.1016/j.jns.2021.117430",7
"10.1016/j.jns.2021.117432",8
"10.1016/j.jns.2021.117436",2
"10.1016/j.jns.2021.117437",28
"10.1016/j.jns.2021.117501",16
"10.1016/j.jns.2021.117528",2
"10.1016/j.jns.2021.117530",3
"10.1016/j.jns.2021.117546",145
"10.1016/j.jns.2021.117547",1
"10.1016/j.jns.2021.117552",3
"10.1016/j.jns.2021.117561",1
"10.1016/j.jns.2021.117570",11
"10.1016/j.jns.2021.117581",8
"10.1016/j.jns.2021.117587",3
"10.1016/j.jns.2021.117591",8
"10.1016/j.jns.2021.117612",9
"10.1016/j.jns.2021.117621",3
"10.1016/j.jns.2021.117622",8
"10.1016/j.jns.2021.118067",2
"10.1016/j.jns.2021.118072",7
"10.1016/j.jns.2021.120021",8
"10.1016/j.jns.2021.120034",1
"10.1016/j.jns.2021.120039",6
"10.1016/j.jns.2021.120056",3
"10.1016/j.jns.2021.120074",3
"10.1016/j.jns.2021.120086",1
"10.1016/j.jns.2021.120124",11
"10.1016/j.jns.2022.120145",19
"10.1016/j.jns.2022.120150",1
"10.1016/j.jns.2022.120155",17
"10.1016/j.jns.2022.120188",5
"10.1016/j.jns.2022.120200",6
"10.1016/j.jns.2022.120205",1
"10.1016/j.jns.2022.120269",2
"10.1016/j.jns.2022.120292",12
"10.1016/j.jns.2022.120298",12
"10.1016/j.jns.2022.120306",2
"10.1016/j.jns.2022.120320",11
"10.1016/j.jns.2022.120338",1
"10.1016/j.jns.2022.120351",1
"10.1016/j.jns.2022.120352",2
"10.1016/j.jns.2022.120380",1
"10.1016/j.jns.2022.120385",1
"10.1016/j.jns.2022.120395",1
"10.1016/j.jns.2022.120411",1
"10.1016/j.jns.2022.120415",10
"10.1016/j.jns.2022.120421",1
"10.1016/j.jns.2022.120422",8
"10.1016/j.jns.2022.120425",7
"10.1016/j.jns.2022.120459",12
"10.1016/j.jns.2022.120460",7
"10.1016/j.jnutbio.2019.108240",31
"10.1016/j.jnutbio.2020.108493",17
"10.1016/j.jnutbio.2020.108560",3
"10.1016/j.jocn.2019.08.103",0
"10.1016/j.jocn.2019.08.104",9
"10.1016/j.jocn.2019.11.010",3
"10.1016/j.jocn.2019.11.022",2
"10.1016/j.jocn.2019.12.046",2
"10.1016/j.jocn.2020.01.007",0
"10.1016/j.jocn.2020.01.045",1
"10.1016/j.jocn.2020.01.058",1
"10.1016/j.jocn.2020.01.062",0
"10.1016/j.jocn.2020.02.017",23
"10.1016/j.jocn.2020.03.024",10
"10.1016/j.jocn.2020.03.032",1
"10.1016/j.jocn.2020.03.047",10
"10.1016/j.jocn.2020.04.007",0
"10.1016/j.jocn.2020.04.014",1
"10.1016/j.jocn.2020.04.071",1
"10.1016/j.jocn.2020.04.095",1
"10.1016/j.jocn.2020.04.106",0
"10.1016/j.jocn.2020.04.122",0
"10.1016/j.jocn.2020.05.013",1
"10.1016/j.jocn.2020.06.021",65
"10.1016/j.jocn.2020.07.022",2
"10.1016/j.jocn.2020.07.045",1
"10.1016/j.jocn.2020.09.041",1
"10.1016/j.jocn.2020.10.010",1
"10.1016/j.jocn.2020.10.034",0
"10.1016/j.jocn.2020.11.016",0
"10.1016/j.jocn.2020.12.008",1
"10.1016/j.jocn.2021.02.018",1
"10.1016/j.jocn.2021.05.043",2
"10.1016/j.jocn.2021.05.047",2
"10.1016/j.jocn.2021.05.063",1
"10.1016/j.jocn.2022.02.008",1
"10.1016/j.jocn.2022.02.033",1
"10.1016/j.jocn.2022.03.025",1
"10.1016/j.jocn.2022.04.009",10
"10.1016/j.jocn.2022.04.035",10
"10.1016/j.jocn.2022.04.041",2
"10.1016/j.jocn.2022.06.025",1
"10.1016/j.jocn.2022.08.008",2
"10.1016/j.jocn.2022.08.012",97
"10.1016/j.jocn.2022.08.020",1
"10.1016/j.jocn.2022.09.010",13
"10.1016/j.joms.2020.03.019",1
"10.1016/j.jpainsymman.2019.12.358",5
"10.1016/j.jpainsymman.2020.02.021",2
"10.1016/j.jpainsymman.2021.06.010",19
"10.1016/j.jpba.2020.113147",1
"10.1016/j.jpba.2020.113246",2
"10.1016/j.jpeds.2022.03.019",1
"10.1016/j.jphs.2020.08.002",2
"10.1016/j.jphs.2020.08.003",1
"10.1016/j.jphys.2019.10.004",3
"10.1016/j.jphys.2019.10.006",3
"10.1016/j.jphys.2020.11.011",0
"10.1016/j.jphys.2020.11.012",4
"10.1016/j.jphys.2022.03.002",1
"10.1016/j.jphys.2022.03.003",1
"10.1016/j.jpra.2022.02.005",1
"10.1016/j.jprot.2022.104682",2
"10.1016/j.jpsychires.2022.03.061",1
"10.1016/j.jpsychires.2022.04.017",2
"10.1016/j.jpsychires.2022.09.052",22
"10.1016/j.jpsychores.2019.109890",3
"10.1016/j.jpsychores.2019.109908",1
"10.1016/j.jpsychores.2020.110173",1
"10.1016/j.jpsychores.2020.110252",2
"10.1016/j.jpsychores.2020.110262",5
"10.1016/j.jpsychores.2021.110402",10
"10.1016/j.jpsychores.2021.110479",11
"10.1016/j.jpsychores.2022.110981",4
"10.1016/j.jsams.2021.08.015",32
"10.1016/j.jsbmb.2020.105596",1
"10.1016/j.jsbmb.2020.105606",21
"10.1016/j.jsbmb.2020.105628",1
"10.1016/j.jsbmb.2020.105653",0
