"DOI","DIMENSION_Open_Access","DIMENSION_CITATIONS","DIMENSION_RECENT_CITATIONS","DIMENSION_RELATIVE_CITATION_RATIO","DIMENSION_FIELD_CITATION_RATIO","DIMENSION_Sustainable_Development_Goals"
"10.1016/bs.pbr.2021.10.041","Closed",0,0,,,
"10.1016/bs.pbr.2021.10.042","Closed",0,0,,0,
"10.1016/bs.pmbts.2020.03.007","Closed",3,3,0.13,0.62,"3 Good Health and Well Being"
"10.1016/bs.pmbts.2020.03.009","Closed",2,2,0.25,0.42,
"10.1016/bs.pmbts.2020.04.021","All OA; Green",13,11,1.11,2.71,
"10.1016/bs.pmbts.2020.08.010","Closed",2,2,0.12,0.46,"3 Good Health and Well Being"
"10.1016/bs.pmbts.2022.02.004","Closed",0,0,,,
"10.1016/j.ab.2021.114479","All OA; Hybrid",2,2,,0.67,
"10.1016/j.abb.2019.108221","Closed",11,8,0.95,1.8,
"10.1016/j.abb.2020.108672","Closed",19,19,2.87,3.96,
"10.1016/j.abb.2021.109015","Closed",3,3,0.46,1.05,
"10.1016/j.abb.2021.109030","Closed",2,2,0.45,0.7,
"10.1016/j.abb.2022.109344","Closed",6,6,,,
"10.1016/j.abb.2022.109356","All OA; Hybrid",0,0,,,"3 Good Health and Well Being"
"10.1016/j.abb.2022.109420","Closed",1,1,,,
"10.1016/j.abd.2020.02.005","All OA; Gold",1,0,,0.47,
"10.1016/j.accpm.2021.100834","All OA; Bronze",3,3,0.67,3.21,
"10.1016/j.acpath.2022.100036","All OA; Gold",0,0,,,
"10.1016/j.acpath.2022.100041","All OA; Gold",0,0,,,
"10.1016/j.acra.2020.08.006","Closed",5,5,0.92,1.78,
"10.1016/j.acra.2021.12.015","All OA; Hybrid",0,0,,,
"10.1016/j.actbio.2019.12.030","All OA; Bronze",38,32,2.95,7.14,
"10.1016/j.actbio.2020.06.004","All OA; Green",12,11,0.7,3.01,
"10.1016/j.actbio.2021.10.038","Closed",6,6,2.35,4.83,
"10.1016/j.acthis.2020.151599","Closed",3,3,0.43,0.62,
"10.1016/j.acthis.2022.151908","All OA; Green",0,0,,,"3 Good Health and Well Being"
"10.1016/j.acthis.2022.151953","Closed",0,0,,,
"10.1016/j.acuro.2020.11.004","Closed",2,2,0.36,1.61,
"10.1016/j.acuroe.2022.08.007","Closed",0,0,,,
"10.1016/j.acvd.2022.09.003","Closed",0,0,,,"3 Good Health and Well Being"
"10.1016/j.ad.2021.02.028","Closed",0,0,,,
"10.1016/j.ad.2022.09.002","All OA; Gold",0,0,,,
"10.1016/j.addr.2020.01.004","All OA; Green",57,51,4.45,12.24,
"10.1016/j.addr.2020.04.011","Closed",18,12,1.46,5.26,
"10.1016/j.addr.2021.05.006","Closed",19,19,2.69,7.03,"3 Good Health and Well Being"
"10.1016/j.addr.2021.113832","Closed",5,5,0.74,1.85,
"10.1016/j.addr.2021.114009","Closed",6,6,1.02,2.97,
"10.1016/j.ajem.2020.07.037","Closed",1,1,0.5,0.49,
"10.1016/j.ajhg.2020.03.010","All OA; Bronze",40,30,2.42,11.6,
"10.1016/j.ajhg.2020.04.007","All OA; Hybrid",39,35,1.96,11.31,
"10.1016/j.ajhg.2022.04.011","All OA; Bronze",1,1,,,
"10.1016/j.ajo.2019.12.021","All OA; Green",23,17,3.34,11.17,
"10.1016/j.ajo.2020.07.014","All OA; Green",36,36,3.81,17.46,"3 Good Health and Well Being"
"10.1016/j.ajo.2021.03.044","All OA; Green",18,18,5.22,15.99,
"10.1016/j.ajo.2021.03.045","All OA; Green",17,17,3.96,15.08,
"10.1016/j.ajo.2021.03.054","All OA; Green",13,13,3.4,11.53,
"10.1016/j.ajo.2022.01.015","Closed",2,2,,,
"10.1016/j.ajoc.2020.100827","All OA; Gold",1,1,0.35,0.49,
"10.1016/j.ajoc.2021.101060","All OA; Gold",0,0,,0,
"10.1016/j.ajoc.2021.101086","All OA; Gold",2,2,,1.77,"3 Good Health and Well Being"
"10.1016/j.ajoc.2021.101206","All OA; Gold",2,2,0.38,1.77,
"10.1016/j.ajoc.2022.101553","All OA; Green",1,1,,,
"10.1016/j.ajogmf.2021.100466","All OA; Green",4,4,0.81,4.27,"3 Good Health and Well Being"
"10.1016/j.amjmed.2020.03.008","Closed",24,23,2.32,7.72,
"10.1016/j.amjmed.2020.05.049","All OA; Green",230,223,20.51,107.81,
"10.1016/j.amjmed.2021.10.040","Closed",6,6,,4.82,"3 Good Health and Well Being"
"10.1016/j.amjms.2020.05.018","Closed",2,1,0.55,0.94,"3 Good Health and Well Being"
"10.1016/j.amjms.2022.03.002","Closed",0,0,,,"3 Good Health and Well Being"
"10.1016/j.amsu.2021.102346","All OA; Gold",0,0,,0,"3 Good Health and Well Being"
"10.1016/j.amsu.2021.102602","All OA; Gold",1,1,,0.8,
"10.1016/j.amsu.2021.102749","All OA; Gold",19,19,4.13,15.26,"3 Good Health and Well Being"
"10.1016/j.amsu.2022.103348","All OA; Gold",0,0,,,
"10.1016/j.amsu.2022.103738","All OA; Gold",0,0,,,
"10.1016/j.amsu.2022.104024","All OA; Gold",0,0,,,
"10.1016/j.aninu.2021.05.003","All OA; Gold",14,14,1.07,4.89,
"10.1016/j.aninu.2021.09.006","All OA; Gold",3,3,0.25,1.95,"2 Zero Hunger"
"10.1016/j.annder.2021.06.002","Closed",0,0,,0,
"10.1016/j.annepidem.2019.12.010","Closed",11,8,1.16,3.54,
"10.1016/j.annpat.2020.01.002","All OA; Bronze",5,5,0.38,1.78,
"10.1016/j.annpat.2020.02.019","All OA; Bronze",1,1,,0.36,
"10.1016/j.anpede.2020.11.012","All OA; Gold",0,0,,,
"10.1016/j.anpedi.2020.11.018","All OA; Gold",0,0,,,
"10.1016/j.apmr.2019.07.011","Closed",20,12,4.16,10.04,
"10.1016/j.apmr.2019.07.016","Closed",7,4,0.61,3.51,
"10.1016/j.apmr.2019.08.488","Closed",17,12,2.68,6.75,
"10.1016/j.apmr.2019.09.014","Closed",9,7,1.59,3.57,"4 Quality Education"
"10.1016/j.apmr.2019.10.192","Closed",21,16,4,10.37,
"10.1016/j.apmr.2019.11.005","Closed",9,7,1.7,3.24,"3 Good Health and Well Being"
"10.1016/j.apmr.2019.11.015","All OA; Green",5,4,0.84,2.51,
"10.1016/j.apmr.2020.02.010","Closed",26,21,4.52,12.66,
"10.1016/j.apmr.2020.03.009","Closed",2,2,0.46,1.2,
"10.1016/j.apmr.2020.03.013","Closed",1,1,,0.43,"3 Good Health and Well Being"
"10.1016/j.apmr.2020.03.017","All OA; Green",12,11,2.77,4.67,
"10.1016/j.apmr.2020.04.001","All OA; Green",114,108,24.19,66.43,
"10.1016/j.apmr.2020.06.001","All OA; Green",18,17,2.31,10.81,
"10.1016/j.apmr.2020.06.025","Closed",30,30,11.34,16.43,"3 Good Health and Well Being"
"10.1016/j.apmr.2020.08.003","Closed",1,1,,0.6,
"10.1016/j.apmr.2020.09.385","Closed",4,4,1.02,1.95,
"10.1016/j.apmr.2020.09.395","Closed",32,32,8.41,23.63,
"10.1016/j.apmr.2020.10.107","Closed",1,1,,0.98,
"10.1016/j.apmr.2020.10.122","Closed",9,9,2.64,6.18,
"10.1016/j.apmr.2020.10.125","Closed",5,5,1.84,2.97,
"10.1016/j.apmr.2020.10.134","All OA; Green",8,8,3.03,5.49,
"10.1016/j.apmr.2020.10.138","Closed",1,1,0.44,0.39,
"10.1016/j.apmr.2020.11.013","Closed",16,16,6.53,7.78,
"10.1016/j.apmr.2020.11.017","Closed",15,15,4.25,8.21,
"10.1016/j.apmr.2020.12.002","Closed",7,7,2.75,4.16,
"10.1016/j.apmr.2020.12.013","Closed",10,10,2.89,11.91,
"10.1016/j.apmr.2020.12.024","Closed",0,0,,0,
"10.1016/j.apmr.2021.01.071","All OA; Green",3,3,0.82,2.07,"3 Good Health and Well Being"
"10.1016/j.apmr.2021.01.078","Closed",10,10,2.94,9.82,
"10.1016/j.apmr.2021.01.079","Closed",0,0,,0,
"10.1016/j.apmr.2021.02.015","Closed",5,5,1.87,4.82,"4 Quality Education"
"10.1016/j.apmr.2021.03.011","Closed",11,11,2.9,12.02,"3 Good Health and Well Being"
"10.1016/j.apmr.2021.03.026","All OA; Hybrid",20,20,7.47,16.01,
"10.1016/j.apmr.2021.05.003","Closed",1,1,0.33,0.97,"4 Quality Education"
"10.1016/j.apmr.2021.05.012","Closed",8,8,2.41,6.37,
"10.1016/j.apmr.2021.06.008","All OA; Hybrid",0,0,,0,
"10.1016/j.apmr.2021.07.001","Closed",0,0,,0,
"10.1016/j.apmr.2021.08.008","Closed",8,8,3.21,6.44,
"10.1016/j.apmr.2021.10.002","All OA; Hybrid",8,8,0.89,7.82,
"10.1016/j.apmr.2021.10.004","Closed",1,1,,0.8,"3 Good Health and Well Being"
"10.1016/j.apmr.2021.10.011","All OA; Green",0,0,,0,
"10.1016/j.apmr.2021.10.025","Closed",3,3,,2.39,"4 Quality Education"
"10.1016/j.apmr.2021.12.010","Closed",5,5,,,
"10.1016/j.apmr.2021.12.022","Closed",1,1,,,
"10.1016/j.apmr.2021.12.028","All OA; Bronze",1,1,,,"3 Good Health and Well Being"
"10.1016/j.apmr.2022.01.168","All OA; Hybrid",0,0,,,
"10.1016/j.apmr.2022.02.016","Closed",0,0,,,"3 Good Health and Well Being"
"10.1016/j.apmr.2022.04.012","All OA; Green",1,1,,,
"10.1016/j.apmr.2022.05.010","Closed",0,0,,,
"10.1016/j.apmr.2022.05.013","All OA; Green",0,0,,,"8 Decent Work and Economic Growth"
"10.1016/j.apmr.2022.05.020","Closed",1,1,,,"3 Good Health and Well Being"
"10.1016/j.apmr.2022.06.001","All OA; Green",6,6,,,
"10.1016/j.apnr.2020.151345","All OA; Green",4,4,0.96,1.95,
"10.1016/j.apnr.2021.151520","Closed",0,0,,0,"3 Good Health and Well Being"
"10.1016/j.apnr.2022.151627","Closed",0,0,,,"3 Good Health and Well Being"
"10.1016/j.aprim.2019.08.005","All OA; Gold",0,0,,0,
"10.1016/j.apsb.2019.10.006","All OA; Gold",73,62,6.92,16.81,
"10.1016/j.apsb.2019.12.006","All OA; Gold",78,72,6.52,17.23,
"10.1016/j.apsb.2020.08.006","All OA; Gold",51,51,9.13,23.89,
"10.1016/j.apsb.2020.10.008","All OA; Gold",11,11,1.18,3.22,
"10.1016/j.arcmed.2021.03.012","All OA; Green",8,8,1.58,2.89,"3 Good Health and Well Being"
"10.1016/j.arcmed.2021.06.005","All OA; Hybrid",0,0,,0,
"10.1016/j.arcmed.2021.11.002","Closed",0,0,,0,
"10.1016/j.arcped.2021.09.027","Closed",2,2,,1.61,
"10.1016/j.arr.2019.100997","Closed",18,9,1.34,2.95,
"10.1016/j.arr.2020.101078","Closed",25,23,1.99,5.21,
"10.1016/j.arr.2020.101209","Closed",21,21,3.67,5.17,
"10.1016/j.arr.2020.101211","Closed",60,59,11.62,12.49,
"10.1016/j.arr.2021.101543","All OA; Green",18,18,8.49,6.29,
"10.1016/j.arr.2022.101587","All OA; Hybrid",9,9,,,
"10.1016/j.arr.2022.101651","All OA; Hybrid",6,6,,,
"10.1016/j.arr.2022.101698","All OA; Green",7,7,,,"3 Good Health and Well Being"
"10.1016/j.arr.2022.101741","Closed",1,1,,,
"10.1016/j.arr.2022.101756","Closed",5,5,,,
"10.1016/j.arrct.2020.100045","All OA; Gold",3,1,0.43,1.78,
"10.1016/j.arrct.2020.100080","All OA; Gold",2,2,0.37,1.48,
"10.1016/j.arrct.2020.100083","All OA; Gold",7,7,1.38,3.04,
"10.1016/j.arrct.2021.100101","All OA; Gold",2,2,0.7,2.38,
"10.1016/j.arrct.2021.100106","All OA; Gold",25,25,6,24.07,
"10.1016/j.arrct.2021.100123","All OA; Gold",1,1,0.2,1.19,
"10.1016/j.arrct.2021.100158","All OA; Gold",0,0,0.53,0,
"10.1016/j.arrct.2021.100163","All OA; Gold",4,4,0.71,3.26,"3 Good Health and Well Being"
"10.1016/j.arrct.2021.100166","All OA; Gold",0,0,,0,
"10.1016/j.arrct.2022.100225","All OA; Gold",3,3,,,"3 Good Health and Well Being"
"10.1016/j.arrct.2022.100237","All OA; Green",0,0,,,"4 Quality Education"
"10.1016/j.arteri.2020.06.003","All OA; Green",19,16,1.51,8.9,"3 Good Health and Well Being"
"10.1016/j.arth.2020.08.008","Closed",8,8,1.69,3.75,"3 Good Health and Well Being"
"10.1016/j.artmed.2021.102081","Closed",35,35,4.73,24.22,
"10.1016/j.asmr.2021.01.021","All OA; Gold",1,1,0.42,0.55,
"10.1016/j.autneu.2020.102647","Closed",6,4,0.84,2.41,
"10.1016/j.autneu.2021.102795","Closed",3,3,,1.97,
"10.1016/j.autrev.2019.102423","All OA; Green",51,41,4.53,20.75,
"10.1016/j.autrev.2019.102429","All OA; Hybrid",146,123,12.34,32.25,"3 Good Health and Well Being"
"10.1016/j.autrev.2019.102430","All OA; Hybrid",34,27,2.71,7.51,
"10.1016/j.autrev.2020.102469","Closed",30,23,2.55,10.17,
"10.1016/j.autrev.2020.102492","Closed",29,22,2.59,7.29,
"10.1016/j.autrev.2020.102512","Closed",72,52,8.66,33.75,
"10.1016/j.autrev.2020.102515","All OA; Hybrid",14,7,1.58,3.52,"3 Good Health and Well Being"
"10.1016/j.autrev.2020.102532","Closed",24,17,1.94,6.03,"3 Good Health and Well Being"
"10.1016/j.autrev.2020.102584","Closed",26,25,2.2,6.53,
"10.1016/j.autrev.2020.102585","Closed",9,8,0.92,3.05,
"10.1016/j.autrev.2020.102647","Closed",104,103,9.08,26.14,
"10.1016/j.autrev.2020.102650","Closed",11,10,1.27,3.91,
"10.1016/j.autrev.2020.102730","Closed",5,5,1.13,2.34,
"10.1016/j.autrev.2020.102738","All OA; Green",27,27,4,12.65,"3 Good Health and Well Being"
"10.1016/j.autrev.2021.102753","All OA; Green",11,11,1.22,5.76,
"10.1016/j.autrev.2021.102775","All OA; Green",8,8,0.73,6.43,"3 Good Health and Well Being"
"10.1016/j.autrev.2021.102777","Closed",5,5,0.52,1.81,
"10.1016/j.autrev.2021.102801","Closed",5,5,0.63,4.02,
"10.1016/j.autrev.2021.102802","Closed",4,4,0.89,1.45,
"10.1016/j.autrev.2021.102803","All OA; Green",6,6,0.51,3.15,"3 Good Health and Well Being"
"10.1016/j.autrev.2021.102823","Closed",2,2,0.35,2.14,"3 Good Health and Well Being"
"10.1016/j.autrev.2021.102826","Closed",29,29,3.77,23.33,
"10.1016/j.autrev.2021.102833","All OA; Hybrid",3,3,0.39,1.08,
"10.1016/j.autrev.2021.102846","Closed",44,44,7.04,15.89,
"10.1016/j.autrev.2021.102873","All OA; Hybrid",3,3,0.6,1.57,
"10.1016/j.autrev.2021.102888","All OA; Green",5,5,0.56,2.62,
"10.1016/j.autrev.2021.102893","All OA; Hybrid",27,27,4.26,9.76,"3 Good Health and Well Being"
"10.1016/j.autrev.2021.102924","Closed",1,1,,0.8,
"10.1016/j.autrev.2021.103019","Closed",5,5,2.22,4.02,
"10.1016/j.autrev.2022.103033","All OA; Green",4,4,,,"3 Good Health and Well Being"
"10.1016/j.autrev.2022.103088","All OA; Bronze",3,3,,,
"10.1016/j.autrev.2022.103098","Closed",4,4,,,
"10.1016/j.autrev.2022.103102","Closed",2,2,,,"3 Good Health and Well Being"
"10.1016/j.autrev.2022.103170","Closed",0,0,,,
"10.1016/j.autrev.2022.103203","Closed",0,0,,,
"10.1016/j.autrev.2022.103210","Closed",1,1,,,
"10.1016/j.avsg.2019.05.018","All OA; Green",7,3,0.53,2.85,
"10.1016/j.avsg.2019.11.027","Closed",0,0,,0,
"10.1016/j.avsg.2022.03.028","Closed",0,0,,,
"10.1016/j.bandc.2020.105614","Closed",10,10,1.32,3.41,
"10.1016/j.bandc.2020.105650","Closed",4,4,0.51,1.79,"3 Good Health and Well Being"
"10.1016/j.bandc.2022.105892","Closed",0,0,,,
"10.1016/j.banm.2020.07.052","All OA; Green",0,0,,0,
"10.1016/j.bas.2022.100870","All OA; Gold",1,1,,,
"10.1016/j.bbadis.2019.165630","All OA; Green",26,18,2.65,4.26,
"10.1016/j.bbadis.2020.165779","All OA; Bronze",13,11,1.65,4.98,
"10.1016/j.bbadis.2020.165889","All OA; Bronze",52,41,4.19,24.35,"3 Good Health and Well Being"
"10.1016/j.bbadis.2021.166324","All OA; Bronze",1,1,,0.35,
"10.1016/j.bbadis.2022.166430","Closed",4,4,,,
"10.1016/j.bbagen.2022.130114","All OA; Bronze",2,2,,,
"10.1016/j.bbagrm.2020.194639","Closed",8,8,0.64,1.99,
"10.1016/j.bbalip.2021.159066","All OA; Hybrid",8,8,,2.8,
"10.1016/j.bbamcr.2021.118988","All OA; Hybrid",4,4,0.68,1.4,
"10.1016/j.bbamem.2019.183077","Closed",9,4,0.82,1.47,
"10.1016/j.bbamem.2020.183430","All OA; Bronze",13,12,1.19,2.71,
"10.1016/j.bbapap.2022.140766","Closed",4,4,,,
"10.1016/j.bbi.2019.11.017","All OA; Green",32,27,2.46,7.07,
"10.1016/j.bbi.2019.12.009","All OA; Hybrid",15,13,2.2,4.59,
"10.1016/j.bbi.2019.12.014","All OA; Hybrid",35,28,2.66,10.87,
"10.1016/j.bbi.2020.01.021","Closed",20,16,1.94,6.24,
"10.1016/j.bbi.2020.03.004","All OA; Green",53,48,4.28,18.05,
"10.1016/j.bbi.2020.03.009","Closed",5,4,0.81,1.26,
"10.1016/j.bbi.2020.03.022","Closed",29,29,2.89,8.48,
"10.1016/j.bbi.2020.04.038","Closed",13,10,1.32,3.8,
"10.1016/j.bbi.2020.06.025","All OA; Green",6,6,0.58,2.81,
"10.1016/j.bbi.2020.07.001","All OA; Green",8,4,0.65,3.04,
"10.1016/j.bbi.2020.07.010","All OA; Hybrid",13,13,1.25,4.94,
"10.1016/j.bbi.2020.11.004","Closed",22,21,3.19,6.15,"3 Good Health and Well Being"
"10.1016/j.bbi.2020.12.004","Closed",11,11,1.9,3.73,
"10.1016/j.bbi.2020.12.016","All OA; Green",7,7,1.02,4.6,
"10.1016/j.bbi.2021.02.030","All OA; Green",15,15,3.43,7.43,
"10.1016/j.bbi.2021.03.023","All OA; Hybrid",13,13,1.75,4.69,"3 Good Health and Well Being"
"10.1016/j.bbi.2021.05.013","Closed",15,15,1.97,8.15,
"10.1016/j.bbi.2021.08.212","All OA; Hybrid",9,9,1.69,5.44,
"10.1016/j.bbi.2021.11.022","Closed",4,4,,3.22,
"10.1016/j.bbi.2022.04.024","Closed",3,3,,,"3 Good Health and Well Being"
"10.1016/j.bbi.2022.06.003","Closed",4,4,,,
"10.1016/j.bbi.2022.06.007","Closed",1,1,,,
"10.1016/j.bbih.2020.100062","All OA; Gold",10,10,0.85,2.92,
"10.1016/j.bbih.2020.100081","All OA; Gold",38,28,3.81,12.87,
"10.1016/j.bbih.2020.100110","All OA; Gold",1,1,0.09,0.47,
"10.1016/j.bbih.2020.100116","All OA; Gold",4,4,0.39,1.87,
"10.1016/j.bbih.2020.100162","All OA; Gold",3,3,0.31,1.41,
"10.1016/j.bbih.2020.100170","All OA; Gold",1,1,,0.34,
"10.1016/j.bbih.2021.100201","All OA; Gold",1,1,0.24,0.8,"3 Good Health and Well Being"
"10.1016/j.bbih.2021.100254","All OA; Gold",1,1,0.25,0.52,
"10.1016/j.bbih.2021.100262","All OA; Gold",2,2,0.24,1.61,
"10.1016/j.bbih.2021.100370","All OA; Gold",12,12,1.56,7.56,
"10.1016/j.bbih.2021.100392","All OA; Gold",4,4,0.65,2.1,
"10.1016/j.bbih.2021.100395","All OA; Gold",5,5,0.99,2.01,"3 Good Health and Well Being"
"10.1016/j.bbih.2022.100470","All OA; Gold",3,3,,,"3 Good Health and Well Being"
"10.1016/j.bbih.2022.100477","All OA; Gold",1,1,,,
"10.1016/j.bbih.2022.100484","All OA; Gold",8,8,,,
"10.1016/j.bbih.2022.100510","All OA; Gold",2,2,,,
"10.1016/j.bbmt.2019.09.010","All OA; Hybrid",10,10,0.89,5.45,
"10.1016/j.bbr.2020.112896","All OA; Green",11,11,2.29,3.32,
"10.1016/j.bbr.2020.113039","Closed",2,2,0.54,0.68,
"10.1016/j.bbr.2022.113977","Closed",1,1,,,
"10.1016/j.bbrc.2019.11.036","All OA; Green",12,11,0.69,1.96,
"10.1016/j.bbrc.2019.11.100","Closed",15,8,1.87,2.45,"3 Good Health and Well Being"
"10.1016/j.bbrc.2020.02.106","Closed",14,13,0.82,3.43,
"10.1016/j.bbrc.2020.03.088","Closed",23,19,2.18,4.79,
"10.1016/j.bbrc.2020.03.107","Closed",2,2,0.19,0.42,
"10.1016/j.bbrc.2020.06.122","All OA; Green",7,6,0.75,1.46,
"10.1016/j.bbrc.2020.08.079","Closed",9,9,0.61,1.88,
"10.1016/j.bbrc.2021.08.010","Closed",4,4,0.56,1.32,
"10.1016/j.bbrc.2022.01.046","Closed",3,3,,,
"10.1016/j.bbrc.2022.03.059","Closed",2,2,,,
"10.1016/j.bbrc.2022.04.115","Closed",2,2,,,
"10.1016/j.bbrc.2022.07.092","Closed",1,1,,,
"10.1016/j.bbrc.2022.11.005","Closed",0,0,,,
"10.1016/j.bbrep.2020.100866","All OA; Gold",2,2,0.14,0.42,
"10.1016/j.bbrep.2022.101337","All OA; Gold",2,2,,,"3 Good Health and Well Being"
"10.1016/j.bcp.2020.113834","All OA; Hybrid",9,5,0.8,3.08,
"10.1016/j.bcp.2020.114000","Closed",10,9,0.93,2.51,
"10.1016/j.bcp.2020.114146","Closed",33,29,3.54,10.29,
"10.1016/j.bcp.2020.114157","Closed",4,4,0.38,0.83,
"10.1016/j.bcp.2021.114422","Closed",7,7,1.22,2.53,
"10.1016/j.bcp.2021.114465","Closed",14,14,2.55,8.82,
"10.1016/j.bcp.2022.114918","All OA; Green",1,1,,,
"10.1016/j.bcp.2022.115073","Closed",1,1,,,
"10.1016/j.berh.2021.101671","Closed",3,3,0.64,2.41,"3 Good Health and Well Being"
"10.1016/j.berh.2021.101687","Closed",9,9,1.73,7.23,"3 Good Health and Well Being"
"10.1016/j.berh.2021.101695","All OA; Green",11,11,2.83,8.84,"3 Good Health and Well Being"
"10.1016/j.berh.2021.101707","All OA; Green",14,14,1.55,11.25,"2 Zero Hunger"
"10.1016/j.berh.2022.101806","Closed",0,0,,,
"10.1016/j.bioactmat.2021.07.017","All OA; Gold",13,13,2.04,4.09,
"10.1016/j.bioadv.2022.212729","Closed",4,4,,,
"10.1016/j.biomaterials.2020.119987","Closed",47,42,4.14,11.81,
"10.1016/j.biomaterials.2020.120461","Closed",6,6,0.84,1.25,
"10.1016/j.biomaterials.2021.121311","All OA; Hybrid",7,7,2.74,2.45,
"10.1016/j.biomaterials.2022.121427","Closed",2,2,,,
"10.1016/j.biomaterials.2022.121457","Closed",4,4,,,
"10.1016/j.biomaterials.2022.121759","Closed",1,1,,,
"10.1016/j.bioorg.2020.103746","Closed",5,4,0.64,0.99,
"10.1016/j.bioorg.2020.103918","All OA; Green",2,2,0.19,0.38,
"10.1016/j.biopha.2019.109528","All OA; Gold",12,7,1.61,3.02,
"10.1016/j.biopha.2020.109960","All OA; Gold",7,6,0.97,1.76,
"10.1016/j.biopha.2020.110874","All OA; Gold",16,16,1.04,4.68,
"10.1016/j.biopha.2020.111157","All OA; Gold",10,10,2.49,2.51,"3 Good Health and Well Being"
"10.1016/j.biopha.2021.111253","All OA; Gold",12,12,2.35,5.93,
"10.1016/j.biopha.2021.111327","All OA; Gold",23,23,3.26,11.37,
"10.1016/j.biopha.2021.111428","All OA; Gold",21,21,3.7,10.38,
"10.1016/j.biopha.2021.111551","All OA; Gold",12,12,2.63,5.93,
"10.1016/j.biopha.2021.111661","All OA; Gold",84,84,13.37,29.51,
"10.1016/j.biopha.2021.111906","All OA; Gold",13,13,2.78,6.43,
"10.1016/j.biopha.2021.111932","All OA; Gold",0,0,,0,
"10.1016/j.biopha.2021.112363","All OA; Gold",3,3,0.53,1.48,
"10.1016/j.biopha.2021.112436","All OA; Gold",6,6,2.54,2.97,
"10.1016/j.biopha.2021.112610","All OA; Gold",28,28,,,
"10.1016/j.biopha.2022.112725","All OA; Gold",1,1,,,
"10.1016/j.biopha.2022.113180","All OA; Gold",14,14,,,
"10.1016/j.biopha.2022.113412","All OA; Gold",3,3,,,
"10.1016/j.biopha.2022.113486","Closed",0,0,,,
"10.1016/j.biopha.2022.113536","All OA; Gold",2,2,,,
"10.1016/j.biopsych.2019.11.007","Closed",28,22,3.34,6.69,
"10.1016/j.biopsych.2021.01.002","All OA; Green",17,17,6.08,5.94,
"10.1016/j.bios.2020.112465","All OA; Green",48,47,2.83,9.15,
"10.1016/j.bios.2020.112774","Closed",24,24,3.64,4.79,
"10.1016/j.bj.2022.01.004","All OA; Gold",6,6,,,
"10.1016/j.bj.2022.07.006","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.1016/j.bjane.2021.06.018","All OA; Gold",4,4,,2.49,
"10.1016/j.bjid.2020.02.001","All OA; Gold",5,4,0.34,2.34,
"10.1016/j.bjpt.2022.100449","All OA; Hybrid",1,1,,,
"10.1016/j.bmc.2020.115327","Closed",164,137,14.78,34.16,
"10.1016/j.bmc.2020.115348","Closed",4,3,0.25,0.8,
"10.1016/j.bmc.2020.115463","Closed",31,29,3.12,6.16,
"10.1016/j.bmc.2021.116035","Closed",7,7,1.06,2.31,
"10.1016/j.bmc.2021.116275","Closed",3,3,0.45,0.99,
"10.1016/j.bmc.2022.116889","Closed",1,1,,,
"10.1016/j.bmcl.2020.127299","Closed",2,2,0.12,0.4,
"10.1016/j.bmcl.2020.127562","Closed",1,1,0.15,0.2,
"10.1016/j.bmcl.2020.127624","Closed",11,11,2.2,2.1,
"10.1016/j.bmcl.2020.127721","Closed",4,4,0.55,0.8,
"10.1016/j.bmcl.2021.128077","Closed",1,1,,0.32,
"10.1016/j.bmcl.2021.128482","Closed",0,0,,0,"3 Good Health and Well Being"
"10.1016/j.bmcl.2022.128549","Closed",2,2,,,
"10.1016/j.bmcl.2022.128675","All OA; Bronze",3,3,,,
"10.1016/j.bmcl.2022.128682","Closed",1,1,,,
"10.1016/j.bmcl.2022.128837","Closed",2,2,,,
"10.1016/j.bmcl.2022.128856","Closed",0,0,,,
"10.1016/j.bone.2019.115116","Closed",19,13,2.05,7.73,
"10.1016/j.bone.2022.116508","Closed",2,2,,,
"10.1016/j.bonr.2021.101165","All OA; Gold",1,1,,,
"10.1016/j.bpc.2021.106665","Closed",23,23,4.15,8.04,
"10.1016/j.bpc.2022.106844","Closed",3,3,,,
"10.1016/j.bpj.2022.04.037","All OA; Green",1,1,,,
"10.1016/j.bpsc.2022.01.003","All OA; Hybrid",4,4,,,
"10.1016/j.braindev.2020.03.001","Closed",3,3,0.23,1.41,
"10.1016/j.braindev.2020.07.007","Closed",3,3,0.41,1.41,
"10.1016/j.braindev.2020.12.019","All OA; Hybrid",2,2,0.26,1.61,
"10.1016/j.braindev.2021.12.010","Closed",1,1,,,
"10.1016/j.brainres.2019.146520","All OA; Green",14,9,1.1,4.01,
"10.1016/j.brainres.2019.146589","Closed",14,12,1.28,2.33,
"10.1016/j.brainres.2020.146723","Closed",1,1,,0.48,
"10.1016/j.brainres.2020.146950","Closed",2,1,0.24,0.5,
"10.1016/j.brainres.2021.147459","Closed",7,7,1.51,3.8,
"10.1016/j.brainres.2021.147464","All OA; Bronze",2,2,0.2,1.15,
"10.1016/j.brainres.2021.147522","Closed",5,5,0.81,4.79,
"10.1016/j.brainres.2021.147579","All OA; Hybrid",5,5,1,3.02,
"10.1016/j.brainres.2021.147687","Closed",5,5,1.51,3.02,
"10.1016/j.brainres.2022.147904","Closed",2,2,,,
"10.1016/j.brainresbull.2019.09.014","Closed",10,6,0.96,3.11,
"10.1016/j.brainresbull.2020.03.018","Closed",56,45,6.52,22.5,
